date,cash_inflow,overdue_ratio,avg_payment_delay_days,contract_terms_index,true_state
2015-01,113.71862133549776,0.05351106587909665,13.453557267777112,23.365627513869875,NORMAL
2015-02,102.22369817307447,0.04514348551734478,22.11866810069778,19.5402366458719,NORMAL
2015-03,10.0,0.4691928105402542,48.39738024521779,39.99445933749845,DEBT_OVERDUE_CRISIS
2015-04,63.7287265306702,0.4233939091648935,58.22408245142133,19.732220801651174,DEBT_OVERDUE_CRISIS
2015-05,35.034349833425566,0.575036890017307,54.05186495124759,23.38204615125507,DEBT_OVERDUE_CRISIS
2015-06,56.67702248346513,0.10787069102984045,37.773476825496665,28.039125755615895,LIQUIDITY_DROP
2015-07,59.272265463452825,0.15019686522157014,39.77754099433527,27.927770842088876,LIQUIDITY_DROP
2015-08,87.922907923866,0.03907003559320234,15.94910482093322,18.963099250277136,NORMAL
2015-09,74.42426959932885,0.07951999006851548,24.215550027185024,33.587050635760676,LIQUIDITY_DROP
2015-10,49.838582349754596,0.20420078594663393,45.55205305878188,38.138606027935225,LIQUIDITY_DROP
2015-11,49.449453452092214,0.140854366372462,27.034586264721202,34.7872246553823,LIQUIDITY_DROP
2015-12,109.97604953678461,0.06497178831270758,14.295721728700686,17.17230351583729,NORMAL
2016-01,61.781734652582124,0.27771264633246934,58.04504048573098,29.02370882486467,DEBT_OVERDUE_CRISIS
2016-02,63.5459643192347,0.4039062623136937,46.67603401535079,31.37385151405382,DEBT_OVERDUE_CRISIS
2016-03,68.5812614608264,0.19079647098346483,48.46969502243211,36.809661502030885,LIQUIDITY_DROP
2016-04,120.33886524417107,0.10578325432538666,14.877545210855532,20.970666414522473,NORMAL
2016-05,90.78271143179538,0.078144672141195,22.796022176999095,17.39632002732111,NORMAL
2016-06,107.60640845511145,0.07684141593960221,16.881441347494373,25.237007162883195,NORMAL
2016-07,98.1483301199147,0.02566290215281522,20.246736961604327,26.625528307571006,NORMAL
2016-08,98.73501064880045,0.0284100547607716,10.49410287668036,13.34785973439735,NORMAL
2016-09,95.38592972297732,0.07103766342915585,15.823393114605595,22.970627117241172,NORMAL
2016-10,77.54358910020625,0.047917237048566194,6.650644716418517,14.141096252533707,NORMAL
2016-11,96.10753262172972,0.04087798281720161,19.74787174775651,20.957749210891098,NORMAL
2016-12,117.97422159061739,0.04937530860303893,7.217973664092254,18.827351719525954,NORMAL
2017-01,85.56984373933872,0.06954360001626146,15.209900322350114,19.31364091451092,NORMAL
2017-02,98.5086761111834,0.06730681635895477,13.487688838276654,24.885248974518042,NORMAL
2017-03,113.46563251133963,0.04748729276681457,11.668805009619268,19.167224219390764,NORMAL
2017-04,111.16109240363954,0.056849577431021946,19.650374693005038,30.814687361516143,NORMAL
2017-05,104.88481704117642,0.03815138919111497,21.58615564998854,21.98885510496705,NORMAL
2017-06,107.63447157660453,0.07382397088195478,10.954959517866106,27.910023020859715,NORMAL
2017-07,103.05121959956563,0.037921912550309446,16.522245599354267,21.286037454900537,NORMAL
2017-08,89.34931814465837,0.06493827977624786,21.436781641667636,19.03653186370316,NORMAL
2017-09,98.80281550029851,0.06543392519116005,14.862442685205368,19.14885380269273,NORMAL
2017-10,72.53434628339984,0.014984632135856523,14.325113990546692,13.720355410853161,NORMAL
2017-11,71.88371304674425,0.057031914514222584,5.748473657567649,58.376892996659706,TERMS_WORSENING
2017-12,35.88436389220217,0.38801987125408144,34.103195895561655,33.98219303126319,DEBT_OVERDUE_CRISIS
2018-01,77.60760282265757,0.41285510000710807,58.24364517594,24.749538317487513,DEBT_OVERDUE_CRISIS
2018-02,96.39571914784925,0.6043413758320533,72.95153236427556,51.94519173125849,DEBT_OVERDUE_CRISIS
2018-03,100.55350751356686,0.06317160735625682,21.53913682565142,18.589202070190343,NORMAL
2018-04,96.97501255780818,0.021617352818189373,12.640904611216223,30.30650865304077,NORMAL
2018-05,96.62496280331315,0.04797318888871052,17.88787326786225,13.670914271696258,NORMAL
2018-06,105.8438169008757,0.07782813710745752,17.63648132730205,29.256754932397456,NORMAL
2018-07,78.33168233864104,0.08687431595503693,11.346292983851733,13.60040133368435,NORMAL
2018-08,84.45608038793333,0.0849401136094461,14.152789295502263,14.337041717194598,NORMAL
2018-09,55.267261376104734,0.0699182416273321,4.303218191527581,41.801919161358974,TERMS_WORSENING
2018-10,88.13181182230902,0.1116979142145371,17.101114974222043,49.343352287454536,TERMS_WORSENING
2018-11,71.19812276127382,0.14351170462323415,21.102777753824792,63.901229326891524,TERMS_WORSENING
2018-12,70.73000969002139,0.07782689821351481,23.53013887750931,58.26094827824029,TERMS_WORSENING
2019-01,54.0714762101361,0.1184162228503239,15.694064255600683,81.11317641616252,TERMS_WORSENING
2019-02,88.74568215319164,0.08612917246919237,24.075289980724037,61.915021114364855,TERMS_WORSENING
2019-03,61.15946855305655,0.17337029412105256,46.880993585112186,28.881838222193572,LIQUIDITY_DROP
2019-04,36.94525670187443,0.40445113590836407,69.28016640770042,61.43060296954845,DEBT_OVERDUE_CRISIS
2019-05,55.9200720478037,0.49277242955495,44.8846141599455,53.985157414565656,DEBT_OVERDUE_CRISIS
2019-06,57.96974020930149,0.34898720420725166,25.68492582102327,27.353158748617748,DEBT_OVERDUE_CRISIS
2019-07,31.21594543637574,0.5161937317746775,73.29289663758989,34.725785494308674,DEBT_OVERDUE_CRISIS
2019-08,34.116692944574076,0.4061623055972466,47.68219763609837,49.171209007688944,DEBT_OVERDUE_CRISIS
2019-09,30.091085335454903,0.46027328262672235,42.08150101303149,46.783594917676524,DEBT_OVERDUE_CRISIS
2019-10,77.02959537711457,0.03273810634183245,23.061588199199853,23.32613541273459,NORMAL
2019-11,62.82388442919341,0.03673440274527966,19.725576503216214,12.284646846363515,NORMAL
2019-12,91.49678329523113,0.060841122069395834,10.754267109540415,18.955914768770963,NORMAL
2020-01,67.09982251369716,0.08540863033133435,13.454537454015384,24.019065256881284,NORMAL
2020-02,73.74062012213136,0.22539403940499939,32.41696593097439,33.13058182021973,LIQUIDITY_DROP
2020-03,75.01710581522408,0.20661746062829056,49.57463229733477,28.77902236675075,LIQUIDITY_DROP
2020-04,34.78545113391155,0.5760111366248172,24.443860975417923,62.84038736651207,DEBT_OVERDUE_CRISIS
2020-05,61.79135543355561,0.1627622396072518,31.207662902044,32.21251232706682,LIQUIDITY_DROP
2020-06,83.01207338971372,0.19604315507320197,41.67686483800405,32.21098404905395,LIQUIDITY_DROP
2020-07,39.07585041291875,0.10779315432411297,31.567987633688315,33.6614116354307,LIQUIDITY_DROP
2020-08,58.6337899677832,0.19167521531792328,37.98627387727565,28.934804623508576,LIQUIDITY_DROP
2020-09,94.38904500541352,0.08525859732122233,15.244353781172515,73.40351764216265,TERMS_WORSENING
2020-10,89.58411548413397,0.0813217558048763,12.945340321852449,22.881545632405512,NORMAL
2020-11,10.219101582279695,0.4437596249400393,43.304013607266256,20.27520291864706,DEBT_OVERDUE_CRISIS
2020-12,61.40700808035953,0.1989868675003985,18.809402244036722,42.349717505663634,DEBT_OVERDUE_CRISIS
2021-01,68.49021265490181,0.1985261910006605,42.41963016529464,41.81326900343703,LIQUIDITY_DROP
2021-02,96.67242953362415,0.04985401112115073,15.381944421040462,19.588894055063935,NORMAL
2021-03,69.23713837451814,0.10812308762843366,41.440310898835065,31.90676815670041,LIQUIDITY_DROP
2021-04,69.58452736831111,0.17893615174853306,13.977353986842669,25.789649450682656,LIQUIDITY_DROP
2021-05,62.871296835531595,0.16021613314188293,40.62498200324248,35.016862534006464,LIQUIDITY_DROP
2021-06,84.92449984400844,0.17312292405489738,33.619762917835594,18.70701221970014,LIQUIDITY_DROP
2021-07,70.71409884458146,0.06070983619950412,20.30223407055235,27.70685498459092,NORMAL
2021-08,71.71106921084288,0.04142271129138147,15.461668430415566,29.23699460565119,NORMAL
2021-09,77.87400129034965,0.07669513007573722,14.550826408859882,24.0341751245734,NORMAL
2021-10,68.19269769828117,0.14330440662540758,21.29616752737845,24.847244496568397,LIQUIDITY_DROP
2021-11,75.78769694532062,0.18090087736723903,27.63240781903598,24.663454679651476,LIQUIDITY_DROP
2021-12,29.497903443516503,0.21471693959909058,42.11063560246154,27.403377431665184,LIQUIDITY_DROP
2022-01,85.2013441917342,0.006582683437391787,12.566427519786249,26.672228204320675,NORMAL
2022-02,75.72821065095121,0.1740350278531966,36.602817413650634,37.87124343757061,LIQUIDITY_DROP
2022-03,58.758706642068304,0.07975572124701619,37.96909751650681,35.823030828037936,LIQUIDITY_DROP
2022-04,67.88355369596043,0.2958804239504002,53.15633040172818,43.09635614293852,DEBT_OVERDUE_CRISIS
2022-05,22.742986566649662,0.483408343643707,65.54064749309923,39.97579391876525,DEBT_OVERDUE_CRISIS
2022-06,84.25685217242945,0.3880639992466342,45.79974793963999,36.29194382437677,DEBT_OVERDUE_CRISIS
2022-07,24.69001853423022,0.34409745067661424,28.488666961512127,37.70160611304048,DEBT_OVERDUE_CRISIS
2022-08,55.259110045364466,0.028359875497960114,32.23050487520143,28.837072653935444,LIQUIDITY_DROP
2022-09,59.8920977539414,0.19724137257202473,40.48245373275957,22.439014008362278,LIQUIDITY_DROP
2022-10,40.23581741613531,0.1639752200774927,26.02720163662479,17.175567847011006,LIQUIDITY_DROP
2022-11,87.5296377558982,0.12147340571237372,25.703669259869024,9.86488333871085,LIQUIDITY_DROP
2022-12,66.63603138568244,0.09310320771017294,33.53620559567827,36.248985250435375,LIQUIDITY_DROP
2023-01,41.97597178413892,0.1539741225908769,50.237874101938075,10.346023545092159,LIQUIDITY_DROP
2023-02,47.08341229531169,0.11227290581064632,34.88094877439589,31.11767298101168,LIQUIDITY_DROP
2023-03,45.23505147829995,0.13027171375111574,30.298839208717297,29.791762249970358,LIQUIDITY_DROP
2023-04,90.40222732531097,0.07321128244742162,21.776654982732072,25.268171306676617,NORMAL
2023-05,78.18846203542455,0.05426420861237512,28.1706851231386,26.804714271005366,NORMAL
2023-06,79.38495441126476,0.08414076365927561,13.809654051012929,17.65799015848366,NORMAL
2023-07,93.5573193592857,0.02380701419976207,5.431112098658229,24.706422890302388,NORMAL
2023-08,75.70690931616215,0.05004730957074313,12.442885802865119,17.807533163079714,NORMAL
2023-09,67.7599797737135,0.0331500143759898,11.791410782479534,16.200692998342628,NORMAL
2023-10,50.49199474777518,0.0556449240200447,1.0,60.84642201555169,TERMS_WORSENING
2023-11,65.86240107324953,0.07052453179484952,19.929219885749323,57.539621608679646,TERMS_WORSENING
2023-12,54.78147844074838,0.06002259093338782,22.698216267412626,59.07503485159133,TERMS_WORSENING
2024-01,91.15984587618766,0.12858836466311932,26.531084982718443,52.382650842721795,TERMS_WORSENING
2024-02,63.01881596076505,0.053938598291137924,22.958301448506948,35.59045155540295,TERMS_WORSENING
2024-03,80.16880538008866,0.04819579903248586,8.677585439826702,25.720732380462056,NORMAL
2024-04,74.18858271410119,0.06035485331406523,30.418887117445255,13.944971950223893,NORMAL
2024-05,82.83484308329678,0.046180924266216894,13.289194711194739,25.533306280745684,NORMAL
2024-06,82.3554492579413,0.10714914447904009,15.936626422841362,87.33848078402417,TERMS_WORSENING
2024-07,44.37708173989734,0.04902112792897122,21.18810499073263,60.89393919145654,TERMS_WORSENING
2024-08,68.03402895254497,0.12340402285225602,18.161043564440796,58.13729460212979,TERMS_WORSENING
2024-09,52.4923935314042,0.09072165232354377,16.03859961787875,51.61327736662994,TERMS_WORSENING
2024-10,65.12079783556534,0.10304762781241798,2.543254138282857,57.60778424673428,TERMS_WORSENING
2024-11,44.79544636039775,0.18439046582630386,29.46768507600935,37.81034325394508,LIQUIDITY_DROP
2024-12,53.4145437541915,0.009090102771223293,26.361151284701652,48.56455037754527,TERMS_WORSENING
